reference_date,report_date,count,delay
2020-08-03,2020-08-08,7,5
2020-08-03,2020-08-09,6,6
2020-08-03,2020-08-10,2,7
2020-08-03,2020-08-11,2,8
2020-08-03,2020-08-12,1,9
2020-08-03,2020-08-13,1,10
2020-08-03,2020-08-14,1,11
2020-08-03,2020-08-15,1,12
2020-08-03,2020-08-26,1,23
2020-08-04,2020-08-05,2,1
2020-08-04,2020-08-06,8,2
2020-08-04,2020-08-07,8,3
2020-08-04,2020-08-08,5,4
2020-08-04,2020-08-09,12,5
2020-08-04,2020-08-10,3,6
2020-08-04,2020-08-11,2,7
2020-08-04,2020-08-12,2,8
2020-08-04,2020-08-13,1,9
2020-08-04,2020-08-14,1,10
2020-08-04,2020-08-16,2,12
2020-08-04,2020-08-17,1,13
2020-08-05,2020-08-07,6,2
2020-08-05,2020-08-08,10,3
2020-08-05,2020-08-09,9,4
2020-08-05,2020-08-10,5,5
2020-08-05,2020-08-11,2,6
2020-08-05,2020-08-12,13,7
2020-08-05,2020-08-13,2,8
2020-08-05,2020-08-16,2,11
2020-08-05,2020-08-22,1,17
2020-08-06,2020-08-07,4,1
2020-08-06,2020-08-08,6,2
2020-08-06,2020-08-09,7,3
2020-08-06,2020-08-10,7,4
2020-08-06,2020-08-12,5,6
2020-08-06,2020-08-13,2,7
2020-08-06,2020-08-14,1,8
2020-08-07,2020-08-08,2,1
2020-08-07,2020-08-09,4,2
2020-08-07,2020-08-10,8,3
2020-08-07,2020-08-11,2,4
2020-08-07,2020-08-12,6,5
2020-08-07,2020-08-13,8,6
2020-08-07,2020-08-14,3,7
2020-08-07,2020-08-15,3,8
2020-08-07,2020-08-18,3,11
2020-08-07,2020-08-28,1,21
2020-08-08,2020-08-09,1,1
2020-08-08,2020-08-10,6,2
2020-08-08,2020-08-11,4,3
2020-08-08,2020-08-12,5,4
2020-08-08,2020-08-13,10,5
2020-08-08,2020-08-14,2,6
2020-08-08,2020-08-16,2,8
2020-08-08,2020-08-17,3,9
2020-08-08,2020-08-19,1,11
2020-08-09,2020-08-10,1,1
2020-08-09,2020-08-11,7,2
2020-08-09,2020-08-12,7,3
2020-08-09,2020-08-13,7,4
2020-08-09,2020-08-14,1,5
2020-08-09,2020-08-15,5,6
2020-08-09,2020-08-16,3,7
2020-08-09,2020-08-17,1,8
2020-08-10,2020-08-12,9,2
2020-08-10,2020-08-13,9,3
2020-08-10,2020-08-14,2,4
2020-08-10,2020-08-15,1,5
2020-08-10,2020-08-16,6,6
2020-08-10,2020-08-17,4,7
2020-08-10,2020-08-18,1,8
2020-08-10,2020-08-19,1,9
2020-08-10,2020-08-20,2,10
2020-08-10,2020-08-22,1,12
2020-08-11,2020-08-13,5,2
2020-08-11,2020-08-14,7,3
2020-08-11,2020-08-15,7,4
2020-08-11,2020-08-16,3,5
2020-08-11,2020-08-18,1,7
2020-08-11,2020-08-19,1,8
2020-08-11,2020-08-20,1,9
2020-08-12,2020-08-13,3,1
2020-08-12,2020-08-14,3,2
2020-08-12,2020-08-15,9,3
2020-08-12,2020-08-16,9,4
2020-08-12,2020-08-19,2,7
2020-08-12,2020-08-28,1,16
2020-08-13,2020-08-15,5,2
2020-08-13,2020-08-16,9,3
2020-08-13,2020-08-17,4,4
2020-08-13,2020-08-18,1,5
2020-08-13,2020-08-19,2,6
2020-08-13,2020-08-20,1,7
2020-08-13,2020-08-27,1,14
2020-08-13,2020-08-28,1,15
2020-08-14,2020-08-16,9,2
2020-08-14,2020-08-17,4,3
2020-08-14,2020-08-18,2,4
2020-08-14,2020-08-19,2,5
2020-08-14,2020-08-22,1,8
2020-08-14,2020-08-23,1,9
2020-08-14,2020-08-25,1,11
2020-08-14,2020-08-26,1,12
2020-08-15,2020-08-16,2,1
2020-08-15,2020-08-17,4,2
2020-08-15,2020-08-18,7,3
2020-08-15,2020-08-19,2,4
2020-08-15,2020-08-20,3,5
2020-08-15,2020-08-22,1,7
2020-08-16,2020-08-17,1,1
2020-08-16,2020-08-18,8,2
2020-08-16,2020-08-19,3,3
2020-08-16,2020-08-20,2,4
2020-08-16,2020-08-22,2,6
2020-08-16,2020-08-23,3,7
2020-08-16,2020-08-24,1,8
2020-08-16,2020-08-25,1,9
2020-08-16,2020-08-26,1,10
2020-08-16,2020-08-28,1,12
2020-08-16,2020-08-30,1,14
2020-08-17,2020-08-19,2,2
2020-08-17,2020-08-20,1,3
2020-08-17,2020-08-21,4,4
2020-08-17,2020-08-22,4,5
2020-08-17,2020-08-23,2,6
2020-08-17,2020-08-24,1,7
2020-08-17,2020-08-25,3,8
2020-08-17,2020-08-29,1,12
2020-08-17,2020-08-30,1,13
2020-08-18,2020-08-20,1,2
2020-08-18,2020-08-21,4,3
2020-08-18,2020-08-22,4,4
2020-08-18,2020-08-23,2,5
2020-08-18,2020-08-27,1,9
2020-08-18,2020-09-04,1,17
2020-08-19,2020-08-21,8,2
2020-08-19,2020-08-22,2,3
2020-08-19,2020-08-23,2,4
2020-08-19,2020-08-24,2,5
2020-08-19,2020-08-25,1,6
2020-08-19,2020-08-28,1,9
2020-08-19,2020-08-29,1,10
2020-08-20,2020-08-21,2,1
2020-08-20,2020-08-22,3,2
2020-08-20,2020-08-23,2,3
2020-08-20,2020-08-24,1,4
2020-08-20,2020-08-25,2,5
2020-08-20,2020-08-26,2,6
2020-08-20,2020-08-27,2,7
2020-08-20,2020-09-03,1,14
2020-08-20,2020-09-06,1,17
2020-08-21,2020-08-22,1,1
2020-08-21,2020-08-23,1,2
2020-08-21,2020-08-25,3,4
2020-08-21,2020-08-26,5,5
2020-08-21,2020-08-28,1,7
2020-08-21,2020-08-29,1,8
2020-08-21,2020-08-31,1,10
2020-08-21,2020-09-01,1,11
2020-08-22,2020-08-24,1,2
2020-08-22,2020-08-25,3,3
2020-08-22,2020-08-26,2,4
2020-08-22,2020-09-01,1,10
2020-08-22,2020-09-04,1,13
2020-08-22,2020-09-06,1,15
2020-08-23,2020-08-25,1,2
2020-08-23,2020-08-27,3,4
2020-08-24,2020-08-26,2,2
2020-08-24,2020-08-27,2,3
2020-08-24,2020-08-29,1,5
2020-08-25,2020-08-27,4,2
2020-08-25,2020-08-28,1,3
2020-08-25,2020-08-29,1,4
2020-08-25,2020-08-30,1,5
2020-08-25,2020-08-31,1,6
2020-08-25,2020-09-03,1,9
2020-08-26,2020-08-28,1,2
2020-08-26,2020-08-29,5,3
2020-08-26,2020-09-02,1,7
2020-08-26,2020-09-03,1,8
2020-08-27,2020-08-28,1,1
2020-08-27,2020-08-29,2,2
2020-08-27,2020-08-30,2,3
2020-08-27,2020-08-31,1,4
2020-08-27,2020-09-01,1,5
2020-08-27,2020-09-02,3,6
2020-08-28,2020-08-30,3,2
2020-08-28,2020-08-31,2,3
2020-08-29,2020-08-31,1,2
2020-08-29,2020-09-01,2,3
2020-08-29,2020-09-06,3,8
2020-08-30,2020-09-01,1,2
2020-08-30,2020-09-02,3,3
2020-08-30,2020-09-09,1,10
2020-08-31,2020-09-05,1,5
2020-08-31,2020-09-07,1,7
2020-08-31,2020-09-10,1,10
2020-08-31,2020-09-11,1,11
2020-08-31,2020-09-13,1,13
2020-09-01,2020-09-02,1,1
2020-09-01,2020-09-03,2,2
2020-09-01,2020-09-04,1,3
2020-09-01,2020-09-05,2,4
2020-09-01,2020-09-07,1,6
2020-09-01,2020-09-10,1,9
2020-09-01,2020-09-12,1,11
2020-09-02,2020-09-04,2,2
2020-09-02,2020-09-05,2,3
2020-09-02,2020-09-06,3,4
2020-09-02,2020-09-07,1,5
2020-09-02,2020-09-08,1,6
2020-09-03,2020-09-04,1,1
2020-09-03,2020-09-07,2,4
2020-09-03,2020-09-08,1,5
2020-09-03,2020-09-09,1,6
2020-09-03,2020-09-14,1,11
2020-09-04,2020-09-06,1,2
2020-09-04,2020-09-12,1,8
2020-09-04,2020-09-13,1,9
2020-09-05,2020-09-07,1,2
2020-09-05,2020-09-12,1,7
2020-09-05,2020-09-13,1,8
2020-09-06,2020-09-09,1,3
2020-09-06,2020-09-12,1,6
2020-09-06,2020-09-14,1,8
2020-09-06,2020-09-18,1,12
2020-09-07,2020-09-13,1,6
2020-09-08,2020-09-10,2,2
2020-09-08,2020-09-12,1,4
2020-09-09,2020-09-11,1,2
2020-09-09,2020-09-12,2,3
2020-09-09,2020-09-13,2,4
2020-09-09,2020-09-14,2,5
2020-09-09,2020-09-17,2,8
2020-09-10,2020-09-12,2,2
2020-09-10,2020-09-13,1,3
2020-09-10,2020-09-14,1,4
2020-09-11,2020-09-14,3,3
2020-09-11,2020-09-19,1,8
2020-09-12,2020-09-13,2,1
2020-09-12,2020-09-14,3,2
2020-09-12,2020-09-17,1,5
2020-09-12,2020-09-18,1,6
2020-09-13,2020-09-17,1,4
2020-09-14,2020-09-16,2,2
2020-09-15,2020-09-16,1,1
2020-09-15,2020-09-17,2,2
2020-09-15,2020-09-19,1,4
2020-09-16,2020-09-18,1,2
2020-09-17,2020-09-19,1,2
2020-09-17,2020-09-20,1,3
2020-09-17,2020-09-21,1,4
2020-09-18,2020-09-21,1,3
2020-09-19,2020-09-23,2,4
2020-09-19,2020-09-30,1,11
2020-09-20,2020-09-22,1,2
2020-09-20,2020-09-24,1,4
2020-09-21,2020-09-24,1,3
2020-09-21,2020-09-26,1,5
2020-09-22,2020-09-24,1,2
2020-09-22,2020-09-25,1,3
2020-09-24,2020-09-27,1,3
2020-09-24,2020-10-05,1,11
2020-09-25,2020-10-02,1,7
2020-09-25,2020-10-04,1,9
2020-09-26,2020-09-27,1,1
2020-09-26,2020-09-28,5,2
2020-09-26,2020-10-01,1,5
2020-09-27,2020-10-01,2,4
2020-09-28,2020-10-01,1,3
2020-09-28,2020-10-02,1,4
2020-09-29,2020-09-30,1,1
2020-09-29,2020-10-01,3,2
2020-09-29,2020-10-02,1,3
2020-09-29,2020-10-03,1,4
2020-09-30,2020-10-02,1,2
2020-10-01,2020-10-04,1,3
2020-10-01,2020-10-06,1,5
2020-10-01,2020-10-07,1,6
2020-10-01,2020-10-08,1,7
2020-10-02,2020-10-05,1,3
2020-10-02,2020-10-06,1,4
2020-10-03,2020-10-05,3,2
2020-10-03,2020-10-06,1,3
2020-10-03,2020-10-07,1,4
2020-10-03,2020-10-08,2,5
2020-10-04,2020-10-06,1,2
2020-10-04,2020-10-07,3,3
2020-10-04,2020-10-08,1,4
2020-10-04,2020-10-12,1,8
2020-10-04,2020-10-15,1,11
2020-10-05,2020-10-07,1,2
2020-10-05,2020-10-08,1,3
2020-10-05,2020-10-09,1,4
2020-10-05,2020-10-13,1,8
2020-10-06,2020-10-07,2,1
2020-10-06,2020-10-08,2,2
2020-10-06,2020-10-09,1,3
2020-10-06,2020-10-10,1,4
2020-10-06,2020-10-13,1,7
2020-10-07,2020-10-09,3,2
2020-10-07,2020-10-12,2,5
2020-10-08,2020-10-10,1,2
2020-10-08,2020-10-12,1,4
2020-10-09,2020-10-11,2,2
2020-10-09,2020-10-15,1,6
2020-10-09,2020-10-22,1,13
2020-10-10,2020-10-11,1,1
2020-10-10,2020-10-12,1,2
2020-10-10,2020-10-13,1,3
2020-10-11,2020-10-15,2,4
2020-10-12,2020-10-15,1,3
2020-10-12,2020-10-16,1,4
2020-10-13,2020-10-16,1,3
2020-10-16,2020-10-20,1,4
2020-10-16,2020-11-01,1,16
2020-10-17,2020-10-18,2,1
2020-10-17,2020-10-22,1,5
2020-10-18,2020-10-20,1,2
2020-10-18,2020-10-26,1,8
2020-10-19,2020-10-21,2,2
2020-10-19,2020-11-08,1,20
2020-10-20,2020-10-21,1,1
2020-10-20,2020-10-22,1,2
2020-10-20,2020-10-24,1,4
2020-10-20,2020-10-25,1,5
2020-10-21,2020-10-24,1,3
2020-10-22,2020-10-29,1,7
2020-10-23,2020-10-29,1,6
2020-10-24,2020-10-26,1,2
2020-10-25,2020-10-27,2,2
2020-10-27,2020-10-29,1,2
2020-10-27,2020-10-30,2,3
2020-10-27,2020-11-12,1,16
2020-10-28,2020-11-02,1,5
2020-10-28,2020-11-08,1,11
2020-10-29,2020-10-31,1,2
2020-10-30,2020-11-01,1,2
2020-10-30,2020-11-02,1,3
2020-10-30,2020-11-03,2,4
2020-10-30,2020-11-05,1,6
2020-10-31,2020-11-02,1,2
2020-10-31,2020-11-04,1,4
2020-10-31,2020-11-07,1,7
2020-10-31,2020-11-08,1,8
2020-11-01,2020-11-03,1,2
2020-11-02,2020-11-03,1,1
2020-11-02,2020-11-04,1,2
2020-11-02,2020-11-22,1,20
2020-11-03,2020-11-04,1,1
2020-11-03,2020-11-05,1,2
2020-11-04,2020-11-05,1,1
2020-11-05,2020-11-06,1,1
2020-11-05,2020-11-11,1,6
2020-11-05,2020-11-12,1,7
2020-11-05,2020-11-21,1,16
2020-11-06,2020-11-11,1,5
2020-11-06,2020-11-13,1,7
2020-11-06,2020-11-14,1,8
2020-11-06,2020-11-15,1,9
2020-11-07,2020-11-09,1,2
2020-11-07,2020-11-10,2,3
2020-11-07,2020-11-13,1,6
2020-11-07,2020-11-14,1,7
2020-11-08,2020-11-10,3,2
2020-11-08,2020-11-12,1,4
2020-11-08,2020-11-14,1,6
2020-11-08,2020-11-23,1,15
2020-11-09,2020-11-11,1,2
2020-11-09,2020-11-12,1,3
2020-11-09,2020-11-13,1,4
2020-11-10,2020-11-11,1,1
2020-11-10,2020-11-12,1,2
2020-11-10,2020-11-13,1,3
2020-11-10,2020-11-14,1,4
2020-11-10,2020-11-18,1,8
2020-11-11,2020-11-15,4,4
2020-11-11,2020-11-20,1,9
2020-11-11,2020-11-21,1,10
2020-11-11,2020-11-22,1,11
2020-11-11,2020-11-30,1,19
2020-11-12,2020-11-16,1,4
2020-11-12,2020-11-17,1,5
2020-11-12,2020-11-26,1,14
2020-11-13,2020-11-14,1,1
2020-11-13,2020-11-15,1,2
2020-11-13,2020-11-20,1,7
2020-11-13,2020-11-21,1,8
2020-11-13,2020-12-01,1,18
2020-11-13,2020-12-02,1,19
2020-11-14,2020-11-18,1,4
2020-11-14,2020-11-19,1,5
2020-11-14,2020-11-20,2,6
2020-11-14,2020-11-21,1,7
2020-11-14,2020-11-22,2,8
2020-11-14,2020-11-23,2,9
2020-11-14,2020-12-04,1,20
2020-11-15,2020-11-17,1,2
2020-11-15,2020-11-20,2,5
2020-11-15,2020-11-21,1,6
2020-11-15,2020-11-22,1,7
2020-11-15,2020-11-26,1,11
2020-11-15,2020-12-01,1,16
2020-11-16,2020-11-19,3,3
2020-11-16,2020-11-20,1,4
2020-11-16,2020-11-21,7,5
2020-11-16,2020-11-22,3,6
2020-11-16,2020-11-23,1,7
2020-11-16,2020-11-24,1,8
2020-11-16,2020-12-07,1,21
2020-11-17,2020-11-20,4,3
2020-11-17,2020-11-21,5,4
2020-11-17,2020-11-22,3,5
2020-11-17,2020-11-23,1,6
2020-11-17,2020-11-24,1,7
2020-11-17,2020-11-25,2,8
2020-11-17,2020-11-26,1,9
2020-11-17,2020-11-27,1,10
2020-11-18,2020-11-19,2,1
2020-11-18,2020-11-20,4,2
2020-11-18,2020-11-21,5,3
2020-11-18,2020-11-22,3,4
2020-11-18,2020-11-23,2,5
2020-11-18,2020-11-24,3,6
2020-11-18,2020-11-26,2,8
2020-11-18,2020-11-28,1,10
2020-11-19,2020-11-21,12,2
2020-11-19,2020-11-22,8,3
2020-11-19,2020-11-23,5,4
2020-11-19,2020-11-24,2,5
2020-11-19,2020-11-25,1,6
2020-11-19,2020-11-27,1,8
2020-11-19,2020-11-29,1,10
2020-11-20,2020-11-21,1,1
2020-11-20,2020-11-22,14,2
2020-11-20,2020-11-23,11,3
2020-11-20,2020-11-24,11,4
2020-11-20,2020-11-25,6,5
2020-11-20,2020-11-26,4,6
2020-11-20,2020-11-28,1,8
2020-11-20,2020-11-30,1,10
2020-11-20,2020-12-01,2,11
2020-11-20,2020-12-03,1,13
2020-11-20,2020-12-06,1,16
2020-11-21,2020-11-22,4,1
2020-11-21,2020-11-23,16,2
2020-11-21,2020-11-24,11,3
2020-11-21,2020-11-25,5,4
2020-11-21,2020-11-26,3,5
2020-11-21,2020-11-27,1,6
2020-11-21,2020-12-01,1,10
2020-11-21,2020-12-02,1,11
2020-11-22,2020-11-23,7,1
2020-11-22,2020-11-24,21,2
2020-11-22,2020-11-25,14,3
2020-11-22,2020-11-26,8,4
2020-11-22,2020-11-27,3,5
2020-11-22,2020-11-28,5,6
2020-11-22,2020-11-29,3,7
2020-11-22,2020-11-30,2,8
2020-11-22,2020-12-01,2,9
2020-11-22,2020-12-02,1,10
2020-11-23,2020-11-24,4,1
2020-11-23,2020-11-25,20,2
2020-11-23,2020-11-26,11,3
2020-11-23,2020-11-27,14,4
2020-11-23,2020-11-28,11,5
2020-11-23,2020-11-29,9,6
2020-11-23,2020-11-30,2,7
2020-11-23,2020-12-03,2,10
2020-11-23,2020-12-04,2,11
2020-11-23,2020-12-05,1,12
2020-11-24,2020-11-25,9,1
2020-11-24,2020-11-26,22,2
2020-11-24,2020-11-27,25,3
2020-11-24,2020-11-28,8,4
2020-11-24,2020-11-29,4,5
2020-11-24,2020-11-30,1,6
2020-11-24,2020-12-01,2,7
2020-11-24,2020-12-02,2,8
2020-11-24,2020-12-04,1,10
2020-11-24,2020-12-06,1,12
2020-11-25,2020-11-26,3,1
2020-11-25,2020-11-27,14,2
2020-11-25,2020-11-28,12,3
2020-11-25,2020-11-29,23,4
2020-11-25,2020-11-30,1,5
2020-11-25,2020-12-01,2,6
2020-11-25,2020-12-02,4,7
2020-11-25,2020-12-03,4,8
2020-11-25,2020-12-04,3,9
2020-11-25,2020-12-06,2,11
2020-11-25,2020-12-07,1,12
2020-11-25,2020-12-10,1,15
2020-11-26,2020-11-27,5,1
2020-11-26,2020-11-28,11,2
2020-11-26,2020-11-29,27,3
2020-11-26,2020-11-30,10,4
2020-11-26,2020-12-01,3,5
2020-11-26,2020-12-02,1,6
2020-11-26,2020-12-03,1,7
2020-11-26,2020-12-04,3,8
2020-11-26,2020-12-05,4,9
2020-11-26,2020-12-07,2,11
2020-11-27,2020-11-28,3,1
2020-11-27,2020-11-29,23,2
2020-11-27,2020-11-30,16,3
2020-11-27,2020-12-01,10,4
2020-11-27,2020-12-02,3,5
2020-11-27,2020-12-03,6,6
2020-11-27,2020-12-04,6,7
2020-11-27,2020-12-05,2,8
2020-11-27,2020-12-06,1,9
2020-11-27,2020-12-07,1,10
2020-11-27,2020-12-08,3,11
2020-11-28,2020-11-28,1,0
2020-11-28,2020-11-29,6,1
2020-11-28,2020-11-30,12,2
2020-11-28,2020-12-01,13,3
2020-11-28,2020-12-02,5,4
2020-11-28,2020-12-03,7,5
2020-11-28,2020-12-04,9,6
2020-11-28,2020-12-05,2,7
2020-11-28,2020-12-06,1,8
2020-11-28,2020-12-07,2,9
2020-11-28,2020-12-08,3,10
2020-11-28,2020-12-09,1,11
2020-11-28,2020-12-10,1,12
2020-11-28,2020-12-11,1,13
2020-11-28,2020-12-13,2,15
2020-11-28,2020-12-23,1,25
2020-11-29,2020-11-30,3,1
2020-11-29,2020-12-01,11,2
2020-11-29,2020-12-02,12,3
2020-11-29,2020-12-03,13,4
2020-11-29,2020-12-04,8,5
2020-11-29,2020-12-05,6,6
2020-11-29,2020-12-06,3,7
2020-11-29,2020-12-07,1,8
2020-11-29,2020-12-09,3,10
2020-11-29,2020-12-10,1,11
2020-11-29,2020-12-14,1,15
2020-11-29,2020-12-16,1,17
2020-11-30,2020-12-01,7,1
2020-11-30,2020-12-02,18,2
2020-11-30,2020-12-03,9,3
2020-11-30,2020-12-04,19,4
2020-11-30,2020-12-05,11,5
2020-11-30,2020-12-06,8,6
2020-11-30,2020-12-07,7,7
2020-11-30,2020-12-08,4,8
2020-11-30,2020-12-09,1,9
2020-11-30,2020-12-10,4,10
2020-11-30,2020-12-11,1,11
2020-11-30,2020-12-13,1,13
2020-11-30,2020-12-15,1,15
2020-11-30,2020-12-18,1,18
2020-11-30,2020-12-20,1,20
2020-12-01,2020-12-02,7,1
2020-12-01,2020-12-03,13,2
2020-12-01,2020-12-04,20,3
2020-12-01,2020-12-05,8,4
2020-12-01,2020-12-06,7,5
2020-12-01,2020-12-07,4,6
2020-12-01,2020-12-08,3,7
2020-12-01,2020-12-09,3,8
2020-12-01,2020-12-10,1,9
2020-12-01,2020-12-11,1,10
2020-12-01,2020-12-14,1,13
2020-12-01,2020-12-15,1,14
2020-12-01,2020-12-17,2,16
2020-12-01,2020-12-20,1,19
2020-12-01,2021-01-02,1,32
2020-12-02,2020-12-03,4,1
2020-12-02,2020-12-04,13,2
2020-12-02,2020-12-05,20,3
2020-12-02,2020-12-06,16,4
2020-12-02,2020-12-07,6,5
2020-12-02,2020-12-08,6,6
2020-12-02,2020-12-09,4,7
2020-12-02,2020-12-10,4,8
2020-12-02,2020-12-11,2,9
2020-12-02,2020-12-12,1,10
2020-12-02,2020-12-13,3,11
2020-12-02,2020-12-15,2,13
2020-12-03,2020-12-04,4,1
2020-12-03,2020-12-05,15,2
2020-12-03,2020-12-06,14,3
2020-12-03,2020-12-07,17,4
2020-12-03,2020-12-08,6,5
2020-12-03,2020-12-09,6,6
2020-12-03,2020-12-10,8,7
2020-12-03,2020-12-11,4,8
2020-12-03,2020-12-13,1,10
2020-12-03,2020-12-15,1,12
2020-12-03,2020-12-17,1,14
2020-12-03,2020-12-18,1,15
2020-12-04,2020-12-05,6,1
2020-12-04,2020-12-06,15,2
2020-12-04,2020-12-07,7,3
2020-12-04,2020-12-08,11,4
2020-12-04,2020-12-09,10,5
2020-12-04,2020-12-10,6,6
2020-12-04,2020-12-11,2,7
2020-12-04,2020-12-12,3,8
2020-12-04,2020-12-13,2,9
2020-12-04,2020-12-14,2,10
2020-12-04,2020-12-15,1,11
2020-12-04,2020-12-18,1,14
2020-12-04,2020-12-19,2,15
2020-12-05,2020-12-06,3,1
2020-12-05,2020-12-07,15,2
2020-12-05,2020-12-08,16,3
2020-12-05,2020-12-09,10,4
2020-12-05,2020-12-10,12,5
2020-12-05,2020-12-11,5,6
2020-12-05,2020-12-12,1,7
2020-12-05,2020-12-13,4,8
2020-12-05,2020-12-14,2,9
2020-12-05,2020-12-15,1,10
2020-12-05,2020-12-17,2,12
2020-12-05,2020-12-19,1,14
2020-12-05,2020-12-20,1,15
2020-12-06,2020-12-07,1,1
2020-12-06,2020-12-08,18,2
2020-12-06,2020-12-09,23,3
2020-12-06,2020-12-10,10,4
2020-12-06,2020-12-11,10,5
2020-12-06,2020-12-12,2,6
2020-12-06,2020-12-13,3,7
2020-12-06,2020-12-14,4,8
2020-12-06,2020-12-15,6,9
2020-12-06,2020-12-17,1,11
2020-12-06,2020-12-18,2,12
2020-12-06,2020-12-19,1,13
2020-12-06,2020-12-24,1,18
2020-12-07,2020-12-08,5,1
2020-12-07,2020-12-09,17,2
2020-12-07,2020-12-10,11,3
2020-12-07,2020-12-11,13,4
2020-12-07,2020-12-12,6,5
2020-12-07,2020-12-13,8,6
2020-12-07,2020-12-14,2,7
2020-12-07,2020-12-15,3,8
2020-12-07,2020-12-16,3,9
2020-12-07,2020-12-17,3,10
2020-12-07,2020-12-19,1,12
2020-12-07,2020-12-20,2,13
2020-12-07,2020-12-24,1,17
2020-12-08,2020-12-08,1,0
2020-12-08,2020-12-09,1,1
2020-12-08,2020-12-10,23,2
2020-12-08,2020-12-11,15,3
2020-12-08,2020-12-12,24,4
2020-12-08,2020-12-13,8,5
2020-12-08,2020-12-14,3,6
2020-12-08,2020-12-15,4,7
2020-12-08,2020-12-16,1,8
2020-12-08,2020-12-17,3,9
2020-12-08,2020-12-18,2,10
2020-12-08,2020-12-19,4,11
2020-12-08,2020-12-20,2,12
2020-12-08,2020-12-22,1,14
2020-12-09,2020-12-10,3,1
2020-12-09,2020-12-11,6,2
2020-12-09,2020-12-12,9,3
2020-12-09,2020-12-13,7,4
2020-12-09,2020-12-14,5,5
2020-12-09,2020-12-15,6,6
2020-12-09,2020-12-16,8,7
2020-12-09,2020-12-17,3,8
2020-12-09,2020-12-18,2,9
2020-12-09,2020-12-19,1,10
2020-12-09,2020-12-21,1,12
2020-12-09,2020-12-23,1,14
2020-12-09,2020-12-29,1,20
2020-12-10,2020-12-11,5,1
2020-12-10,2020-12-12,10,2
2020-12-10,2020-12-13,15,3
2020-12-10,2020-12-14,13,4
2020-12-10,2020-12-15,7,5
2020-12-10,2020-12-16,3,6
2020-12-10,2020-12-17,5,7
2020-12-10,2020-12-18,1,8
2020-12-10,2020-12-19,1,9
2020-12-10,2020-12-20,1,10
2020-12-10,2020-12-25,1,15
2020-12-11,2020-12-12,1,1
2020-12-11,2020-12-13,22,2
2020-12-11,2020-12-14,10,3
2020-12-11,2020-12-15,9,4
2020-12-11,2020-12-16,10,5
2020-12-11,2020-12-17,5,6
2020-12-11,2020-12-18,3,7
2020-12-11,2020-12-19,7,8
2020-12-11,2020-12-20,3,9
2020-12-11,2020-12-21,1,10
2020-12-11,2020-12-22,1,11
2020-12-11,2020-12-24,1,13
2020-12-12,2020-12-14,14,2
2020-12-12,2020-12-15,10,3
2020-12-12,2020-12-16,10,4
2020-12-12,2020-12-17,9,5
2020-12-12,2020-12-18,5,6
2020-12-12,2020-12-19,4,7
2020-12-12,2020-12-20,2,8
2020-12-12,2020-12-21,1,9
2020-12-12,2020-12-22,1,10
2020-12-13,2020-12-14,7,1
2020-12-13,2020-12-15,14,2
2020-12-13,2020-12-16,8,3
2020-12-13,2020-12-17,14,4
2020-12-13,2020-12-18,6,5
2020-12-13,2020-12-19,8,6
2020-12-13,2020-12-20,4,7
2020-12-13,2020-12-21,3,8
2020-12-13,2020-12-22,3,9
2020-12-13,2020-12-24,2,11
2020-12-13,2020-12-26,1,13
2020-12-14,2020-12-15,3,1
2020-12-14,2020-12-16,16,2
2020-12-14,2020-12-17,14,3
2020-12-14,2020-12-18,10,4
2020-12-14,2020-12-19,13,5
2020-12-14,2020-12-20,7,6
2020-12-14,2020-12-21,4,7
2020-12-14,2020-12-22,4,8
2020-12-14,2020-12-23,1,9
2020-12-14,2020-12-24,3,10
2020-12-15,2020-12-16,4,1
2020-12-15,2020-12-17,15,2
2020-12-15,2020-12-18,8,3
2020-12-15,2020-12-19,14,4
2020-12-15,2020-12-20,5,5
2020-12-15,2020-12-21,3,6
2020-12-15,2020-12-22,1,7
2020-12-15,2020-12-23,4,8
2020-12-15,2020-12-25,1,10
2020-12-15,2021-01-03,1,19
2020-12-16,2020-12-16,1,0
2020-12-16,2020-12-17,2,1
2020-12-16,2020-12-18,11,2
2020-12-16,2020-12-19,14,3
2020-12-16,2020-12-20,10,4
2020-12-16,2020-12-21,12,5
2020-12-16,2020-12-22,2,6
2020-12-16,2020-12-23,1,7
2020-12-16,2020-12-24,2,8
2020-12-16,2020-12-25,2,9
2020-12-16,2020-12-26,2,10
2020-12-16,2020-12-27,1,11
2020-12-17,2020-12-19,14,2
2020-12-17,2020-12-20,11,3
2020-12-17,2020-12-21,5,4
2020-12-17,2020-12-22,5,5
2020-12-17,2020-12-23,2,6
2020-12-17,2020-12-24,3,7
2020-12-17,2020-12-25,3,8
2020-12-17,2021-01-02,1,16
2020-12-18,2020-12-19,2,1
2020-12-18,2020-12-20,10,2
2020-12-18,2020-12-21,9,3
2020-12-18,2020-12-22,6,4
2020-12-18,2020-12-23,5,5
2020-12-18,2020-12-24,6,6
2020-12-18,2020-12-26,1,8
2020-12-18,2020-12-27,2,9
2020-12-18,2020-12-28,1,10
2020-12-18,2020-12-30,1,12
2020-12-18,2020-12-31,1,13
2020-12-18,2021-01-02,2,15
2020-12-19,2020-12-20,4,1
2020-12-19,2020-12-21,14,2
2020-12-19,2020-12-22,4,3
2020-12-19,2020-12-23,8,4
2020-12-19,2020-12-24,6,5
2020-12-19,2020-12-25,6,6
